,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20
Total Confirmed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,6.0,7.0,17.0,28.0,29.0,38.0,49.0,63.0,77.0,96.0,115.0,143.0,170.0,225.0,275.0,345.0,402.0,479.0,556.0,617.0,654.0,708.0,791.0,919.0,1021.0,1120.0,1184.0,1275.0,1374.0,1448.0,1545.0,1661.0,1763.0,1888.0,2024.0,2283.0,2564.0,2685.0,2855.0,2855.0
Total Deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,6.0,11.0,23.0,25.0,26.0,33.0,36.0,39.0,44.0,48.0,59.0,70.0,80.0,90.0,93.0,97.0,107.0,111.0,118.0,126.0,126.0,127.0,130.0,135.0,137.0,141.0,141.0
Total Recovered,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,6.0,7.0,8.0,11.0,11.0,13.0,15.0,24.0,29.0,31.0,57.0,66.0,76.0,81.0,93.0,97.0,109.0,122.0,146.0,177.0,203.0,217.0,229.0,249.0,281.0,314.0,327.0,327.0
Total Recovered_Est,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,6.0,8.0,11.0,14.0,18.0,22.0,27.0,33.0,40.0,48.0,57.0,68.0,80.0,94.0,109.0,126.0,145.0,166.0,189.0,214.0,242.0,272.0,305.0,341.0,379.0,420.0,464.0,511.0,561.0,614.0
Total Active_Est,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,6.0,16.0,27.0,28.0,36.0,46.0,59.0,71.0,89.0,105.0,131.0,154.0,205.0,246.0,300.0,350.0,420.0,483.0,533.0,558.0,596.0,663.0,766.0,842.0,914.0,949.0,1016.0,1088.0,1127.0,1192.0,1271.0,1332.0,1421.0,1518.0,1733.0,1965.0,2037.0,2153.0,2100.0
Total Active,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,15.0,26.0,27.0,35.0,46.0,60.0,73.0,90.0,108.0,136.0,159.0,212.0,256.0,311.0,366.0,440.0,508.0,557.0,586.0,633.0,686.0,794.0,875.0,959.0,1001.0,1085.0,1168.0,1219.0,1288.0,1366.0,1434.0,1545.0,1668.0,1904.0,2148.0,2234.0,2387.0,2387.0
Daily New Confirmed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,10.0,11.0,1.0,9.0,11.0,14.0,14.0,19.0,19.0,28.0,27.0,55.0,50.0,70.0,57.0,77.0,77.0,61.0,37.0,54.0,83.0,128.0,102.0,99.0,64.0,91.0,99.0,74.0,97.0,116.0,102.0,125.0,136.0,259.0,281.0,121.0,170.0,0.0
Daily New Deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,12.0,2.0,1.0,7.0,3.0,3.0,5.0,4.0,11.0,11.0,10.0,10.0,3.0,4.0,10.0,4.0,7.0,8.0,0.0,1.0,3.0,5.0,2.0,4.0,0.0
Daily New Recovered,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,3.0,0.0,2.0,2.0,9.0,5.0,2.0,26.0,9.0,10.0,5.0,12.0,4.0,12.0,13.0,24.0,31.0,26.0,14.0,12.0,20.0,32.0,33.0,13.0,0.0
Daily New Recovered_Est,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,6.0,7.0,8.0,9.0,11.0,12.0,14.0,15.0,17.0,19.0,21.0,23.0,25.0,28.0,30.0,33.0,36.0,38.0,41.0,44.0,47.0,50.0,53.0
Daily New Active_Est,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,10.0,11.0,1.0,8.0,10.0,13.0,12.0,18.0,16.0,26.0,23.0,51.0,41.0,54.0,50.0,70.0,63.0,50.0,25.0,38.0,67.0,103.0,76.0,72.0,35.0,67.0,72.0,39.0,65.0,79.0,61.0,89.0,97.0,215.0,232.0,72.0,116.0,-53.0
Daily New Active,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,10.0,11.0,1.0,8.0,11.0,14.0,13.0,17.0,18.0,28.0,23.0,53.0,44.0,55.0,55.0,74.0,68.0,49.0,29.0,47.0,53.0,108.0,81.0,84.0,42.0,84.0,83.0,51.0,69.0,78.0,68.0,111.0,123.0,236.0,244.0,86.0,153.0,0.0
Total Mortality_Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,20.0,16.67,14.29,5.88,3.57,3.45,5.26,4.08,3.17,3.9,3.12,3.48,2.8,2.94,2.67,4.0,6.67,6.22,5.43,5.94,5.83,5.96,6.21,6.07,6.42,6.86,7.14,7.6,7.29,7.06,7.39,7.18,7.1,7.15,6.67,6.27,5.69,5.27,5.1,4.94,4.94
Total Recovery_Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,5.88,3.57,3.45,2.63,2.04,1.59,1.3,3.12,2.61,2.1,3.53,3.11,2.91,3.19,2.74,2.71,2.7,3.89,4.43,4.38,7.21,7.18,7.44,7.23,7.85,7.61,7.93,8.43,9.45,10.66,11.51,11.49,11.31,10.91,10.96,11.69,11.45,11.45
Total Activity_Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.67,80.0,83.33,71.43,88.24,92.86,93.1,92.11,93.88,95.24,94.81,93.75,93.91,95.1,93.53,94.22,93.09,90.14,91.04,91.86,91.37,90.28,89.6,89.41,86.73,86.4,85.7,85.62,84.54,85.1,85.01,84.19,83.37,82.24,81.34,81.83,82.41,83.4,83.78,83.2,83.61,83.61
Change in Mortality_Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,-13.32,-3.32,-2.38,-8.41,-2.31,-0.11,1.8,-1.17,-0.91,0.73,-0.77,0.35,-0.68,0.14,-0.27,1.33,2.67,-0.45,-0.79,0.51,-0.11,0.12,0.25,-0.13,0.34,0.44,0.27,0.46,-0.3,-0.23,0.33,-0.2,-0.08,0.05,-0.48,-0.4,-0.57,-0.42,-0.16,-0.15,0.0
