,Total Confirmed,Total Deaths,Total Recovered_Old,Total Recovered,Total Active,Total Active_Old,Change in Confirmed,Change in Deaths,Change in Recovered_Old,Change in Recovered,Change in Active,Change in Active_Old
2020-01-22,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-01-24,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-01-25,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-01-26,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-01-27,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-01-28,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-01-29,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-01-30,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-01-31,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-02,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-03,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-04,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-05,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-06,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-07,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-08,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-09,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-10,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-11,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-12,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-13,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-14,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-15,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-17,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-18,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-20,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-24,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-25,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-26,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-27,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-28,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-02-29,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0.0
2020-03-06,1,0,0,0,1,1,1,0,0,0,1,1.0
2020-03-07,1,0,0,0,1,1,0,0,0,0,0,0.0
2020-03-08,1,0,0,0,1,1,0,0,0,0,0,0.0
2020-03-09,1,0,0,0,1,1,0,0,0,0,0,0.0
2020-03-10,3,0,0,0,3,3,2,0,0,0,2,2.0
2020-03-11,9,0,0,0,9,9,6,0,0,0,6,6.0
2020-03-12,9,0,0,0,9,9,0,0,0,0,0,0.0
2020-03-13,13,0,0,0,13,13,4,0,0,0,4,4.0
2020-03-14,22,0,0,0,22,22,9,0,0,0,9,9.0
2020-03-15,34,0,0,0,34,34,12,0,0,0,12,12.0
2020-03-16,54,0,0,1,53,54,20,0,0,1,19,20.0
2020-03-17,65,0,1,2,63,64,11,0,1,1,10,10.0
2020-03-18,93,0,1,3,90,92,28,0,0,1,27,28.0
2020-03-19,102,0,1,4,98,101,9,0,0,1,8,9.0
2020-03-20,128,0,1,6,122,127,26,0,0,2,24,26.0
2020-03-21,196,0,1,8,188,195,68,0,0,2,66,68.0
2020-03-22,231,2,3,10,219,226,35,2,2,2,31,31.0
2020-03-23,277,3,3,13,261,271,46,1,0,3,42,45.0
2020-03-24,378,3,6,16,359,369,101,0,3,3,98,98.0
2020-03-25,470,4,8,20,446,458,92,1,2,4,87,89.0
2020-03-26,491,6,8,25,460,477,21,2,0,5,14,19.0
2020-03-27,539,6,10,30,503,523,48,0,2,5,43,46.0
2020-03-28,608,6,10,36,566,592,69,0,0,6,63,69.0
