,Total Confirmed,Total Deaths,Total Recovered,Total Active,Change in Confirmed,Change in Deaths,Change in Recovered,Change in Active,Total Mortality_Rate,Total Recovery_Rate,Total Activity_Rate,Change in Mortality_Rate,Change in Recovery_Rate,Change in Activity_Rate
2020-02-24,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-25,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-26,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-27,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-28,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-29,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-02,1,0,0,1,1,0,0,1,0.0,0.0,100.0,0.0,0.0,100.0
2020-03-03,1,0,0,1,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2020-03-04,1,0,0,1,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2020-03-05,2,0,0,2,1,0,0,1,0.0,0.0,100.0,0.0,0.0,0.0
2020-03-06,2,0,0,2,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2020-03-07,2,0,0,2,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2020-03-08,2,0,0,2,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2020-03-09,2,0,0,2,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2020-03-10,3,1,0,2,1,1,0,0,33.3333,0.0,66.6667,33.3333,0.0,-33.333299999999994
2020-03-11,5,1,0,4,2,0,0,2,20.0,0.0,80.0,-13.333300000000001,0.0,13.333299999999994
2020-03-12,6,1,0,5,1,0,0,1,16.6667,0.0,83.3333,-3.3333000000000013,0.0,3.333299999999994
2020-03-13,7,1,1,5,1,0,1,0,14.2857,14.2857,71.4286,-2.3809999999999985,14.2857,-11.904699999999991
2020-03-14,17,1,1,15,10,0,0,10,5.8824,5.8824,88.2353,-8.403300000000002,-8.403300000000002,16.806699999999992
2020-03-15,28,1,1,26,11,0,0,11,3.5714,3.5714,92.8571,-2.3109999999999995,-2.3109999999999995,4.6218000000000075
2020-03-16,29,1,1,27,1,0,0,1,3.4483,3.4483,93.1034,-0.12309999999999999,-0.12309999999999999,0.24629999999999086
2020-03-17,38,2,1,35,9,1,0,8,5.2632,2.6316,92.1053,1.8149000000000002,-0.8167,-0.9980999999999938
2020-03-18,49,2,1,46,11,0,0,11,4.0816,2.0408,93.8776,-1.1816000000000004,-0.5908000000000002,1.7723000000000013
2020-03-19,63,2,1,60,14,0,0,14,3.1746,1.5873,95.2381,-0.907,-0.4535,1.3605000000000018
2020-03-20,77,3,1,73,14,1,0,13,3.8961,1.2987,94.8052,0.7215000000000003,-0.28859999999999997,-0.4329000000000036
2020-03-21,96,3,3,90,19,0,2,17,3.125,3.125,93.75,-0.7711000000000001,1.8263,-1.0551999999999992
