,Total Confirmed,Total Deaths,Total Recovered,Total Active,Change in Confirmed,Change in Deaths,Change in Recovered,Change in Active,Total Mortality_Rate,Total Recovery_Rate,Total Activity_Rate,Change in Mortality_Rate,Change in Recovery_Rate,Change in Activity_Rate
2020-02-24,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-25,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-26,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-27,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-28,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-29,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-02,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-03,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-04,1,0,0,1,1,0,0,1,0.0,0.0,100.0,0.0,0.0,100.0
2020-03-05,1,0,0,1,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2020-03-06,1,0,0,1,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2020-03-07,1,0,0,1,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2020-03-08,2,0,0,2,1,0,0,1,0.0,0.0,100.0,0.0,0.0,0.0
2020-03-09,2,0,0,2,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2020-03-10,5,0,0,5,3,0,0,3,0.0,0.0,100.0,0.0,0.0,0.0
2020-03-11,7,0,0,7,2,0,0,2,0.0,0.0,100.0,0.0,0.0,0.0
2020-03-12,7,0,0,7,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2020-03-13,16,0,0,16,9,0,0,9,0.0,0.0,100.0,0.0,0.0,0.0
2020-03-14,18,0,0,18,2,0,0,2,0.0,0.0,100.0,0.0,0.0,0.0
2020-03-15,18,0,0,18,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2020-03-16,20,0,0,20,2,0,0,2,0.0,0.0,100.0,0.0,0.0,0.0
2020-03-17,24,0,0,24,4,0,0,4,0.0,0.0,100.0,0.0,0.0,0.0
2020-03-18,29,0,0,29,5,0,0,5,0.0,0.0,100.0,0.0,0.0,0.0
2020-03-19,39,1,0,38,10,1,0,9,2.5641,0.0,97.4359,2.5641,0.0,-2.5640999999999963
2020-03-20,54,1,0,53,15,0,0,15,1.8519,0.0,98.1481,-0.7121999999999997,0.0,0.7121999999999957
2020-03-21,60,1,0,59,6,0,0,6,1.6667,0.0,98.3333,-0.18520000000000003,0.0,0.1851999999999947
