,Total Confirmed,Total Deaths,Total Recovered,Total Active,Change in Confirmed,Change in Deaths,Change in Recovered,Change in Active,Total Mortality_Rate,Total Recovery_Rate,Total Activity_Rate,Change in Mortality_Rate,Change in Recovery_Rate,Change in Activity_Rate
2020-02-24,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-25,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-26,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-27,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-28,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-29,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-02,2,0,0,2,2,0,0,2,0.0,0.0,100.0,0.0,0.0,100.0
2020-03-03,2,0,0,2,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2020-03-04,2,0,0,2,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2020-03-05,2,0,0,2,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2020-03-06,4,0,0,4,2,0,0,2,0.0,0.0,100.0,0.0,0.0,0.0
2020-03-07,4,0,0,4,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2020-03-08,6,0,0,6,2,0,0,2,0.0,0.0,100.0,0.0,0.0,0.0
2020-03-09,19,0,0,19,13,0,0,13,0.0,0.0,100.0,0.0,0.0,0.0
2020-03-10,27,0,2,25,8,0,2,6,0.0,7.4074,92.5926,0.0,7.4074,-7.4073999999999955
2020-03-11,34,1,2,31,7,1,0,6,2.9412,5.8824,91.1765,2.9412,-1.5250000000000004,-1.4161000000000001
2020-03-12,34,1,2,31,0,0,0,0,2.9412,5.8824,91.1765,0.0,0.0,0.0
2020-03-13,69,4,2,63,35,3,0,32,5.7971,2.8986,91.3043,2.8559000000000005,-2.9837999999999996,0.12779999999999347
2020-03-14,96,5,8,83,27,1,6,20,5.2083,8.3333,86.4583,-0.5888,5.434699999999999,-4.846000000000004
2020-03-15,117,5,8,104,21,0,0,21,4.2735,6.8376,88.8889,-0.9348000000000001,-1.4956999999999994,2.4306000000000125
2020-03-16,134,5,8,121,17,0,0,17,3.7313,5.9701,90.2985,-0.5422000000000002,-0.8674999999999997,1.4095999999999975
2020-03-17,172,5,8,159,38,0,0,38,2.907,4.6512,92.4419,-0.8243,-1.3189000000000002,2.1433999999999997
2020-03-18,227,19,11,197,55,14,3,38,8.37,4.8458,86.7841,5.462999999999999,0.19459999999999944,-5.657800000000009
2020-03-19,311,25,11,275,84,6,0,78,8.0386,3.537,88.4244,-0.3313999999999986,-1.3087999999999997,1.6403000000000105
2020-03-20,369,32,15,322,58,7,4,47,8.6721,4.065,87.2629,0.6334999999999997,0.5280000000000005,-1.1615000000000038
2020-03-21,450,38,15,397,81,6,0,75,8.4444,3.3333,88.2222,-0.22770000000000046,-0.7317000000000005,0.9592999999999989
