,Total Confirmed,Total Deaths,Total Recovered,Total Active,Change in Confirmed,Change in Deaths,Change in Recovered,Change in Active,Total Mortality_Rate,Total Recovery_Rate,Total Activity_Rate,Change in Mortality_Rate,Change in Recovery_Rate,Change in Activity_Rate
2020-02-24,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-25,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-26,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-27,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-28,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-29,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-02,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-03,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-04,1,0,0,1,1,0,0,1,0.0,0.0,100.0,0.0,0.0,100.0
2020-03-05,1,0,0,1,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2020-03-06,5,0,0,5,4,0,0,4,0.0,0.0,100.0,0.0,0.0,0.0
2020-03-07,5,0,0,5,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2020-03-08,11,0,0,11,6,0,0,6,0.0,0.0,100.0,0.0,0.0,0.0
2020-03-09,16,0,0,16,5,0,0,5,0.0,0.0,100.0,0.0,0.0,0.0
2020-03-10,22,0,0,22,6,0,0,6,0.0,0.0,100.0,0.0,0.0,0.0
2020-03-11,31,0,0,31,9,0,0,9,0.0,0.0,100.0,0.0,0.0,0.0
2020-03-12,49,1,0,48,18,1,0,17,2.0408,0.0,97.9592,2.0408,0.0,-2.0408000000000044
2020-03-13,68,2,0,66,19,1,0,18,2.9412,0.0,97.0588,0.9003999999999999,0.0,-0.9003999999999905
2020-03-14,103,3,0,100,35,1,0,34,2.9126,0.0,97.0874,-0.02859999999999996,0.0,0.028599999999997294
2020-03-15,119,3,0,116,16,0,0,16,2.521,0.0,97.479,-0.39159999999999995,0.0,0.39159999999999684
2020-03-16,177,4,13,160,58,1,13,44,2.2599,7.3446,90.3955,-0.2610999999999999,7.3446,-7.083500000000001
2020-03-17,238,5,13,220,61,1,0,60,2.1008,5.4622,92.437,-0.15910000000000002,-1.8823999999999996,2.041499999999999
2020-03-18,251,5,13,233,13,0,0,13,1.992,5.1793,92.8287,-0.10880000000000001,-0.2829000000000006,0.39170000000000016
2020-03-19,355,5,1,349,104,0,-12,116,1.4085,0.2817,98.3099,-0.5834999999999999,-4.8976,5.481200000000001
2020-03-20,425,5,1,419,70,0,0,70,1.1765,0.2353,98.5882,-0.23199999999999998,-0.0464,0.27830000000000155
2020-03-21,536,5,1,530,111,0,0,111,0.9328,0.1866,98.8806,-0.24370000000000014,-0.04870000000000002,0.29240000000000066
