,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21
Total Confirmed,0.0,0.0,0.0,0.0,4.0,5.0,5.0,6.0,9.0,9.0,12.0,12.0,12.0,13.0,13.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,19.0,22.0,22.0,22.0,22.0,22.0,23.0,23.0,25.0,27.0,30.0,39.0,52.0,55.0,60.0,63.0,76.0,91.0,107.0,128.0,128.0,200.0,250.0,297.0,377.0,452.0,568.0,681.0,791.0,1071.0
Total Deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,6.0,6.0,7.0,7.0
Total Recovered,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,23.0,23.0,23.0,23.0,23.0,23.0,26.0,26.0,26.0
Total Active,0.0,0.0,0.0,0.0,4.0,5.0,5.0,6.0,7.0,7.0,10.0,10.0,10.0,11.0,11.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,8.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,14.0,15.0,18.0,27.0,39.0,32.0,37.0,40.0,52.0,67.0,83.0,104.0,104.0,174.0,224.0,271.0,351.0,424.0,539.0,649.0,758.0,1038.0
Change in Confirmed,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,9.0,13.0,3.0,5.0,3.0,13.0,15.0,16.0,21.0,0.0,72.0,50.0,47.0,80.0,75.0,116.0,113.0,110.0,280.0
Change in Deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0
Change in Recovered,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Change in Active,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,9.0,12.0,-7.0,5.0,3.0,12.0,15.0,16.0,21.0,0.0,70.0,50.0,47.0,80.0,73.0,115.0,110.0,109.0,280.0
Total Mortality_Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7037,3.3333,2.5641,3.8462,3.6364,3.3333,3.1746,3.9474,3.2967,2.8037,2.3438,2.3438,1.5,1.2,1.0101,0.7958,1.1062,1.0563,0.8811,0.885,0.6536
Total Recovery_Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2222,22.2222,16.6667,16.6667,16.6667,15.3846,15.3846,14.2857,13.3333,13.3333,13.3333,13.3333,13.3333,13.3333,53.3333,53.3333,53.3333,53.3333,66.6667,66.6667,66.6667,66.6667,57.8947,50.0,50.0,50.0,50.0,50.0,47.8261,47.8261,44.0,40.7407,36.6667,28.2051,21.1538,38.1818,35.0,33.3333,27.6316,23.0769,19.6262,16.4062,16.4062,11.5,9.2,7.7441,6.1008,5.0885,4.0493,3.8179,3.287,2.4276
Total Activity_Rate,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,77.7778,77.7778,83.3333,83.3333,83.3333,84.6154,84.6154,85.7143,86.6667,86.6667,86.6667,86.6667,86.6667,86.6667,46.6667,46.6667,46.6667,46.6667,33.3333,33.3333,33.3333,33.3333,42.1053,50.0,50.0,50.0,50.0,50.0,52.1739,52.1739,56.0,55.5556,60.0,69.2308,75.0,58.1818,61.6667,63.4921,68.4211,73.6264,77.5701,81.25,81.25,87.0,89.6,91.2458,93.1034,93.8053,94.8944,95.301,95.8281,96.9188
Change in Mortality_Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7037,-0.37040000000000006,-0.7692000000000001,1.2821000000000002,-0.2098,-0.30310000000000015,-0.15870000000000006,0.7728000000000002,-0.6507000000000001,-0.4929999999999999,-0.4599000000000002,0.0,-0.8437999999999999,-0.30000000000000004,-0.18989999999999996,-0.21430000000000005,0.3104000000000001,-0.049900000000000055,-0.17520000000000002,0.0039000000000000146,-0.23140000000000005
Change in Recovery_Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2222,0.0,-5.555500000000002,0.0,0.0,-1.282099999999998,0.0,-1.0989000000000004,-0.9524000000000008,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,13.333400000000005,0.0,0.0,0.0,-8.772000000000006,-7.8947,0.0,0.0,0.0,0.0,-2.1739000000000033,0.0,-3.8260999999999967,-3.259300000000003,-4.073999999999998,-8.461599999999997,-7.051300000000001,17.028000000000002,-3.1818000000000026,-1.6666999999999987,-5.701700000000002,-4.5547,-3.4506999999999977,-3.2200000000000024,0.0,-4.906199999999998,-2.3000000000000007,-1.4558999999999989,-1.6433000000000009,-1.0122999999999998,-1.0392000000000001,-0.23139999999999983,-0.5308999999999999,-0.8593999999999999
Change in Activity_Rate,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-22.2222,0.0,5.555499999999995,0.0,0.0,1.2820999999999998,0.0,1.0989000000000004,0.9524000000000115,0.0,0.0,0.0,0.0,0.0,-40.00000000000001,0.0,0.0,0.0,-13.333399999999997,0.0,0.0,0.0,8.771999999999998,7.8947,0.0,0.0,0.0,0.0,2.1739000000000033,0.0,3.8260999999999967,-0.4444000000000017,4.444400000000002,9.230800000000002,5.769199999999998,-16.818199999999997,3.484899999999996,1.825400000000002,4.928999999999995,5.205300000000008,3.9436999999999927,3.6799000000000035,0.0,5.75,2.5999999999999943,1.6458000000000084,1.8575999999999908,0.7019000000000091,1.089100000000002,0.4065999999999974,0.5271000000000043,1.0906999999999982
